CAD;D0000;B0007;D0002;D0003;D0100;D0101
2678;RIO;42;;;-49206;-378091
2679;POÇO;42;;;-49070;-378036
2680;POÇO;42;;;-49226;-378021
2681;RIO;42;;;-48954;-378067
2682;POÇO;42;;;-49149;-378063
2683;POÇO;42;;;-49047;-378061
2684;RIO;42;;;-49099;-378030
2685;POÇO;42;;;-49178;-377985
2686;POÇO;42;;;-49179;-377988
2687;RIO;42;;;-49117;-378036
2688;RIO;42;;;-49095;-378205
2689;RIO;42;;;-48839;-378965
2690;POÇO;42;;;-49197;-378007
2691;POÇO;42;;;-48466;-378443
2692;RIO;42;;;-49332;-378596
2693;POÇO;42;;;-48809;-378870
2694;RIO;42;;;-48809;-378837
2695;POÇO;42;;;-48956;-378724
2696;RIO;42;;;-49331;-378594
2697;POÇO;42;;;-49121;-378364
2698;RIO;42;;;-48840;-378762
2699;RIO;42;;;-48676;-378632
2700;POÇO;42;Sim;00802/20;-48710;-377852
2701;POÇO;42;Sim;;-47895;-378246
2702;POÇO;42;Sim;;-47898;-378213
2703;POÇO;42;Sim;103208/2022;-47664;-377987
2704;RIO;42;;;-47757;-378002
2705;POÇO;42;;;-47811;-378213
2706;POÇO;42;Sim;00213/20;-47715;-377983
2707;POÇO;42;Sim;103146/2022;-47558;-377985
2708;;38;Sim;00442/19;-48311;-374149
2709;;38;Sim;00827/22;-48311;-374150
2710;PT-07 SÍTIO CANAFISCULA - ARACATI;38;Sim;561;-48311;-374149
2711;;38;Sim;281;-48311;-374150
2712;;38;Sim;02102/21;-48311;-374149
2713;;38;;;-48530;-374535
2714;;38;;;-48198;-374020
2715;;38;Sim;0935/17;-48311;-374149
2716;;38;Sim;527;-48311;-374149
2717;;38;Sim;00885/18;-48311;-374153
2718;poço;38;Sim;347;-48523;-374529
2719;;38;Sim;103815/2022;-48311;-374149
2720;;38;Sim;0356/18;-48233;-374040
2721;;38;Sim;01820/17;-48529;-374458
2722;;38;;;-48350;-374169
2723;;38;Sim;0325/17;-48399;-374226
2724;;38;;;-48462;-375736
2725;;38;Sim;00186/04;-48516;-375620
2726;;38;;00025/00;-48516;-375621
2727;;38;Sim;01571/19;-48390;-374269
2728;;38;Sim;00164/21;-48499;-374370
2729;;38;Sim;649/15;-48523;-375606
2730;;38;Sim;646/15;-48522;-375606
2731;;38;Sim;00875/19;-48577;-375414
2732;;38;;00890/19;-48577;-375414
2733;;38;Sim;01073/18;-48462;-375736
2734;;38;Sim;00874/19;-48577;-375414
2735;;38;Sim;00873/19;-48577;-375414
2736;;38;Sim;0817/17;-48632;-375669
2737;;38;Sim;149;-48577;-375414
2738;;38;Sim;45;-48577;-375414
2739;;38;Sim;00880/19;-48577;-375414
2740;;38;Sim;44;-48577;-375414
2741;;38;Sim;148;-48577;-375414
2742;;38;Sim;147;-48577;-375414
2743;;38;Sim;100752/2022;-48577;-375414
2744;;38;Sim;41;-48577;-375414
2745;;38;Sim;00873/19;-48577;-375414
2746;;38;Sim;00879/19;-48577;-375414
2747;;38;Sim;440;-48577;-375414
2748;;38;Sim;100586/2022;-48577;-375414
2749;;38;Sim;100153/2022;-48577;-375414
2750;;38;Sim;146;-48577;-375414
2751;;38;Sim;00657/22;-48577;-375414
2752;;38;Sim;100156/2022;-48577;-375414
2753;;38;Sim;03229/2022;-48577;-375414
2754;;38;Sim;103228/2022;-48577;-375414
2755;;38;Sim;00658/22;-48577;-375414
2756;;38;Sim;103201/2022;-48577;-375414
2757;;38;Sim;01665/22;-48577;-375414
2758;;38;Sim;100116/2022;-48577;-375414
2759;;38;Sim;100787/2022;-48577;-375414
2760;;38;Sim;00300/22;-48577;-375414
2761;;38;Sim;01362/18;-48632;-375170
2762;;38;Sim;0896/17;-48632;-375170
2763;;38;Sim;01361/18;-48632;-375170
2764;;38;Sim;100265/2022;-48577;-375414
2765;;38;Sim;887/17;-48632;-375170
2766;;38;Sim;0897/17;-48632;-375170
2767;;38;Sim;01360/18;-48632;-375170
2768;;38;Sim;0888/17;-48632;-375170
2769;;38;Sim;;-48632;-375170
2770;;38;Sim;0891/17;-48632;-375170
2771;;38;Sim;512;-48632;-375170
2772;;38;Sim;0892/17;-48632;-375170
2773;;38;Sim;514;-48632;-375170
2774;;38;Sim;0895/17;-48632;-375170
2775;;38;Sim;420;-48632;-375170
2776;;38;Sim;511;-48632;-375170
2777;;38;Sim;605/14;-48632;-375170
2778;;38;Sim;0784/18;-48632;-375170
2779;;38;Sim;0889/17;-48632;-375170
2780;;38;Sim;0893/17;-48632;-375170
2781;;38;Sim;0894/17;-48632;-375170
2782;;38;Sim;01072/18;-48674;-375084
2783;;38;Sim;644/15;-48693;-375045
2784;;38;Sim;510;-48632;-375170
2785;;38;Sim;513;-48632;-375170
2786;PT01 - JUNICHI -;38;Sim;01572/19;-48706;-374942
2787;;38;Sim;0890/17;-48632;-375170
2788;;38;Sim;267;-48632;-375170
2789;;38;Sim;00556/19;-48680;-375060
2790;PT-01 - JOAO PAULO - ARACATI;38;Sim;00557/19;-48712;-374904
2791;;38;Sim;0422/19;-45299;-377740
2792;;38;Sim;00118/05;-48696;-374864
2793;;38;Sim;00224/04;-48696;-374864
2794;;38;Sim;787/2014;-48708;-374904
2795;;38;Sim;600;-48684;-374841
2796;;38;Sim;01534/21;-48684;-374841
2797;PT-01 - JOAO PAULO - ARACATI;38;Sim;00557/19;-48712;-374904
2798;;38;Sim;0422/19;-45299;-377740
2799;;38;Sim;00118/05;-48696;-374864
2800;;38;Sim;00224/04;-48696;-374864
2801;;38;Sim;787/2014;-48708;-374904
2802;;38;Sim;600;-48684;-374841
2803;;38;Sim;01534/21;-48684;-374841
2804;;38;Sim;1279/17;-48708;-374904
2805;;38;Sim;105633/2023;-45299;-377740
2806;;38;Sim;85;-48684;-374841
2807;;38;;;-48680;-375060
2808;;38;Sim;010/2015;-45069;-377777
2809;Rio Jaguaribe;38;Sim;26;-44881;-377672
2810;;38;;;-45299;-377740
2811;;38;Sim;01579/19;-45299;-377740
2812;;38;Sim;475;-45299;-377740
2813;;38;Sim;P024;-44854;-377704
2814;;38;Sim;040/20;-45344;-377320
2815;;38;Sim;00467/21;-45052;-377778
2816;Rio Jaguaribe;38;Sim;014/14;-44928;-377745
2817;;38;Sim;P0022/05;-45124;-377776
2818;;38;Sim;037/15;-45239;-377391
2819;;38;Sim;01621/21;-48688;-374845
2820;;38;Sim;00693/20;-45344;-377320
2821;;38;Sim;00692/20;-45344;-377320
2822;;38;Sim;103234/2022;-47004;-377847
2823;;38;Sim;01423/21;-47072;-377784
2824;;38;Sim;00718/20;-47061;-377789
2825;;38;Sim;102795/2022;-47050;-377794
2826;;38;Sim;102793/2022;-47108;-377775
2827;;38;Sim;00118/02;-46427;-378955
2828;;38;Sim;01119/19;-47064;-377788
2829;;38;Sim;102792/2022;-47008;-377862
2830;;38;Sim;102794/2022;-47016;-377830
2831;;38;Sim;066/2015;-46369;-379061
2832;;38;Sim;018/2015;-46454;-378931
2833;;38;;;-46384;-379062
2834;;38;Sim;830/2015;-46472;-378843
2835;;38;Sim;125/2015;-46329;-379052
2836;;38;;;-46470;-378846
2837;;38;Sim;1051/2014;-46443;-378941
2838;;38;Sim;00051/99;-46470;-378845
2839;;38;Sim;00072/02;-46410;-378970
2840;;38;Sim;00144/02;-46330;-379051
2841;;38;Sim;00080/00;-46466;-378758
2842;;38;Sim;01034/18;-46330;-379051
2843;;38;Sim;01031/18;-46392;-379066
2844;;38;Sim;01030/18;-46403;-379070
2845;;38;Sim;104;-46406;-379070
2846;;38;Sim;067/2015;-46304;-379364
2847;;38;Sim;131/17;-46455;-378768
2848;;38;Sim;822/2014;-46404;-379070
2849;;38;Sim;004/2015;-46555;-378604
2850;;38;Sim;141/2015;-46555;-378587
2851;;38;Sim;297/09;-46557;-378580
2852;;38;Sim;00560/19;-46420;-379069
2853;;38;Sim;155/2016;-46472;-378750
2854;;38;Sim;00358/20;-46472;-378750
2855;;38;Sim;00120/02;-46276;-379029
2856;;38;Sim;009/2015;-46457;-378829
2857;;38;Sim;00567/19;-46449;-378781
2858;;38;Sim;055/2015;-46362;-379031
2859;;38;Sim;050/2015;-46232;-379008
2860;;38;Sim;01158/20;-46472;-378753
2861;;38;Sim;034/2015;-46556;-378599
2862;;38;Sim;913/2014;-46362;-379032
2863;;38;Sim;007/2015;-46563;-378570
2864;;38;Sim;00065/02;-46466;-378759
2865;bateria de poços;38;Sim;01012/16;-46870;-377978
2866;;38;Sim;006/2015;-46089;-378905
2867;poço;38;Sim;102619/2022;-46860;-377984
2868;;38;Sim;046/2015;-46104;-378910
2869;rio;38;Sim;00023/02;-46990;-377900
2870;;38;Sim;00658/19;-46089;-378905
2871;;38;Sim;056/2015;-45946;-378820
2872;;38;Sim;00121/02;-46114;-378933
2873;;38;Sim;057/2015;-45937;-378819
2874;;38;Sim;00077/17;-46167;-378958
2875;poço;38;Sim;;-46751;-377672
2876;poço;38;Sim;00802/22;-45854;-377788
2877;poço;38;Sim;;-46135;-377821
2878;rio jaguaribe;38;Sim;21;-46138;-377602
2879;Rio Jaguaribe;38;Sim;P020;-46505;-378131
2880;poço;38;Sim;105379/2023;-46208;-377775
2881;poço;38;Sim;01176/19;-46293;-377898
2882;poço;38;Sim;100987/2022;-46498;-377873
2883;rio;38;Sim;103221/2022;-46505;-378131
2884;poço;38;Sim;103477/2022;-46293;-377246
2885;poço;38;Sim;00163/22;-46129;-376765
2886;poço;38;Sim;00162/22;-46171;-376884
2887;poço;38;Sim;00339/22;-46118;-376680
2888;poço;38;Sim;102711/2022;-46292;-377189
2889;poço;38;Sim;103474/2022;-46286;-377197
2890;poço;38;Sim;103478/2022;-46289;-377163
2891;poço;38;;;-48391;-374272
2892;poço;38;;;-44991;-377805
2893;Rio Jaguaribe;38;Sim;00253/05;-48513;-374516
2894;CACIMBÃO;37;;;-52177;-38.1404
2895;CACIMBÃO;37;;;-52186;-38.1404
2896;CACIMBÃO;37;;;-52193;-38.1426
2897;CACIMBÃO;37;;;-52202;-38.1454
2898;CACIMBÃO;37;;;-52200;-38.1417
2899;CACIMBÃO;37;;;-52194;-38.1417
2900;RIO JAGUARIBE;37;Não;;-52166;-38.1489
2901;CACIMBÃO;37;;;-52201;-38.1442
2902;CACIMBAO;37;;;-52235;-38.1542
2903;RIO JAGUARIBE;37;;;-52255;-38.1475
2904;CACIMBÃO;37;Não;;-52230;-38.1440
2905;CACIMBÃO;37;;;-52213;-38.1465
2906;CACIMBÃO;37;;;-52251;-38.1560
2907;CACIMBÃO;37;;;-52214;-38.1462
2908;CACIMBÃO;37;;;-52214;-38.1462
2909;RIO JAGUARIBE;37;;;-52175;-38.1405
2910;CACIMBÃO;37;Não;;-52246;-38.1459
2911;CACIMBÃO;37;;;-52201;-38.1442
